Buffer_ID,class
BK427527,30000-40000
SI77801,under 10000
SI59717,10000-15000
BX404410,30000-40000
SI734939,10000-15000
SI803130,10000-15000
SI52826,15000-20000
BX434246,over 60000
BX2877415,over 60000
SI5694121,10000-15000
SI315647,10000-15000
BX391439,40000-50000
SI514818,10000-15000
BX231479,over 60000
QN12580121,20000-30000
BK333550,over 60000
BX539143,20000-30000
BX466375,40000-50000
BX425820,40000-50000
BX445120,30000-40000
BK787558,30000-40000
QN11562179,10000-15000
MN161725,over 60000
BX5868665,20000-30000
QN290744,20000-30000
BK39824,30000-40000
BK784743,30000-40000
BK779646,30000-40000
SI952204,under 10000
SI55531,under 10000
MN195725,over 60000
SI361919,under 10000
SI64130,10000-15000
BX5866439,15000-20000
QN286912,30000-40000
BK224222,over 60000
SI708412,10000-15000
SI697992,under 10000
SI327557,15000-20000
SI85626,under 10000
BX425749,40000-50000
SI642546,under 10000
BK89864,20000-30000
QN177656,over 60000
SI625250,under 10000
SI622140,10000-15000
SI623073,under 10000
QN142932,40000-50000
QN280758,20000-30000
QN392147,15000-20000
SI667089,under 10000
SI7105157,under 10000
QN1155239,10000-15000
BX355818,40000-50000
QN102137,40000-50000
SI776464,under 10000
BK209943,40000-50000
BX478426,20000-30000
BK226949,over 60000
BX336565,under 10000
BX315669,over 60000
BK367411,30000-40000
QN134841,20000-30000
BX469633,40000-50000
SI1196197,15000-20000
BK34349,40000-50000
SI289826,15000-20000
BX58334250,under 10000
QN1092949,20000-30000
BK712224,40000-50000
QN45805,15000-20000
BK53639,30000-40000
QN810549,10000-15000
QN1007218,30000-40000
BK83717,40000-50000
BX5740312,30000-40000
BK131672,over 60000
SI54112,20000-30000
BK150316,40000-50000
QN115593,10000-15000
BX498537,30000-40000
BK171424,40000-50000
BK710956,30000-40000
SI689631,under 10000
QN605511,under 10000
SI781875,under 10000
QN995848,15000-20000
BK508512,over 60000
SI12361,10000-15000
BX430411,30000-40000
QN101898,20000-30000
SI5762109,under 10000
MN161415,over 60000
BK10526,40000-50000
MN194741,over 60000
BX5644150,under 10000
SI674245,under 10000
QN6055104,under 10000
QN4434147,under 10000
SI4633261,10000-15000
SI124810,15000-20000
BX430139,40000-50000
QN64744,40000-50000
BX391623,over 60000
SI69728,under 10000
BK8142111,20000-30000
BX423535,20000-30000
SI335934,10000-15000
QN660531,20000-30000
SI461723,15000-20000
SI7793102,under 10000
BX347566,15000-20000
SI3618,20000-30000
BX336077,20000-30000
SI318550,10000-15000
QN803549,under 10000
BK146135,40000-50000
BX251172,40000-50000
BX5807632,10000-15000
SI1525100,10000-15000
SI332056,10000-15000
SI312184,10000-15000
BK40678,40000-50000
SI8760,10000-15000
SI112679,10000-15000
BK818642,30000-40000
BX420218,15000-20000
BK19137,40000-50000
SI155239,10000-15000
SI126220,under 10000
BK175426,40000-50000
SI8533,10000-15000
MN175670,over 60000
SI4367,20000-30000
SI465534,under 10000
SI46176,15000-20000
BX26997,over 60000
SI13104,20000-30000
BX54751,20000-30000
BK160115,over 60000
SI43301,under 10000
SI24105,15000-20000
SI689630,under 10000
QN1044548,20000-30000
BK788163,30000-40000
SI62428,15000-20000
BX542321,20000-30000
SI25695,under 10000
BK320738,over 60000
BX2872259,over 60000
BK145440,40000-50000
SI199111,10000-15000
QN290627,20000-30000
BX540894,15000-20000
BK3953,40000-50000
BK134932,40000-50000
SI509712,15000-20000
SI15795,15000-20000
BX485741,40000-50000
BX325472,40000-50000
SI757291,under 10000
QN392210,15000-20000
BX446972,20000-30000
SI53117,15000-20000
BK12076,over 60000
SI100611,10000-15000
QN326940,15000-20000
BK25414,30000-40000
BK135623,40000-50000
SI465533,under 10000
BX505938,20000-30000
BK359641,40000-50000
BK54721,40000-50000
SI442732,under 10000
BK8164130,20000-30000
SI703471,10000-15000
BK45394,15000-20000
BK107636,40000-50000
BK6369125,40000-50000
BK387446,15000-20000
BX491717,20000-30000
BX5920392,20000-30000
QN514963,30000-40000
BX468545,40000-50000
BK8369362,20000-30000
SI146447,10000-15000
MN1631102,over 60000
QN537213,20000-30000
SI22502,under 10000
BX509922,20000-30000
BK366414,30000-40000
BX5875917,15000-20000
SI633888,10000-15000
QN123811,30000-40000
BK816357,20000-30000
QN294362,20000-30000
QN531313,20000-30000
BK421631,40000-50000
QN1251785,20000-30000
SI7349136,10000-15000
SI325353,10000-15000
QN1154912,15000-20000
MN16665,over 60000
BK186414,40000-50000
BK41719,40000-50000
SI469939,under 10000
SI70335,10000-15000
BK816265,30000-40000
SI548223,10000-15000
BX564395,under 10000
BX476010,30000-40000
SI7775182,under 10000
SI786211,under 10000
SI726789,10000-15000
QN809620,under 10000
BK676669,40000-50000
BX430323,30000-40000
SI226284,under 10000
BK83712,30000-40000
SI1318115,10000-15000
QN100991,20000-30000
SI12201,15000-20000
QN1569528,under 10000
BX58481751,20000-30000
BK184958,40000-50000
SI697986,under 10000
QN1210125,20000-30000
BX237213,over 60000
SI532467,10000-15000
SI331913,10000-15000
SI1685127,20000-30000
SI8259,15000-20000
MN198450,over 60000
SI779673,under 10000
SI779640,under 10000
SI320943,under 10000
SI283464,15000-20000
QN933226,30000-40000
SI355313,10000-15000
BX478923,20000-30000
SI620540,10000-15000
BK319317,40000-50000
SI569245,15000-20000
SI67651,under 10000
QN142930,40000-50000
QN115611,under 10000
BK82916,40000-50000
QN1137388,20000-30000
BX5955613,15000-20000
SI624422,10000-15000
BX5357113,20000-30000
SI7393,10000-15000
BX252135,over 60000
BK3489107,40000-50000
SI645928,under 10000
SI388556,under 10000
SI35856,15000-20000
BX409849,30000-40000
QN39676,20000-30000
SI150330,10000-15000
BK766862,30000-40000
BK506436,over 60000
SI226850,under 10000
SI51954,15000-20000
BK40325,40000-50000
QN1314918,15000-20000
BX251836,over 60000
QN697335,20000-30000
BX467250,40000-50000
QN1301369,15000-20000
BX230115,over 60000
QN984766,40000-50000
SI708718,10000-15000
MN192316,over 60000
BX500863,30000-40000
MN21211,over 60000
SI28891,15000-20000
BX393539,40000-50000
SI115986,10000-15000
BX245537,over 60000
BK72834,40000-50000
SI45925,10000-15000
QN1312955,15000-20000
BK323012,40000-50000
SI6409,20000-30000
QN135129,40000-50000
BK656870,30000-40000
BK331731,over 60000
BK503033,over 60000
BK476356,20000-30000
BX5913949,15000-20000
QN1310533,20000-30000
MN5189,over 60000
BX42684,30000-40000
SI2231211,10000-15000
SI545179,10000-15000
SI160217,10000-15000
SI694450,under 10000
BX226822,over 60000
SI77401,under 10000
SI32817,15000-20000
BX5920391,20000-30000
QN13642,over 60000
QN494931,20000-30000
QN11535121,15000-20000
QN1023622,20000-30000
QN1313426,15000-20000
BX554724,15000-20000
BX49881,20000-30000
QN1051727,10000-15000
QN1310022,20000-30000
SI64317,under 10000
QN357128,20000-30000
BX460440,40000-50000
BX497970,30000-40000
BX22684,over 60000
BK146852,40000-50000
SI31868,under 10000
SI702215,10000-15000
BK175424,40000-50000
SI3104111,10000-15000
MN172611,over 60000
BK3884305,20000-30000
BX227515,40000-50000
BK530835,40000-50000
SI549130,15000-20000
SI2859101,15000-20000
SI8129,15000-20000
BK176766,40000-50000
QN238741,20000-30000
SI64031,under 10000
BK386546,20000-30000
MN195716,over 60000
SI687364,10000-15000
BX370062,15000-20000
BX2872243,over 60000
SI424027,10000-15000
BX500452,40000-50000
SI284025,15000-20000
SI623125,20000-30000
QN1211339,10000-15000
BK341363,over 60000
MN204710,over 60000
BK449714,10000-15000
SI462350,15000-20000
SI658061,under 10000
BX530729,10000-15000
QN1327114,10000-15000
BK375831,40000-50000
BX5625144,under 10000
QN130245,15000-20000
BX262321,40000-50000
SI1508140,10000-15000
BK544942,40000-50000
SI788982,10000-15000
BX502115,30000-40000
SI618373,10000-15000
SI68862,under 10000
MN20323,over 60000
QN619122,under 10000
SI8608,under 10000
SI57112,10000-15000
SI11244,10000-15000
QN62251,15000-20000
BK78035,30000-40000
QN811268,10000-15000
SI430960,10000-15000
BX455558,40000-50000
BK115639,over 60000
BX560338,15000-20000
BK196269,40000-50000
SI254244,under 10000
QN325014,15000-20000
SI522365,10000-15000
SI6431253,under 10000
QN10789122,15000-20000
MN207855,over 60000
SI62573,under 10000
SI303958,10000-15000
QN1155230,10000-15000
SI1116143,10000-15000
QN82885,30000-40000
QN9417151,40000-50000
BX498845,30000-40000
BK661222,30000-40000
SI76135,15000-20000
SI199121,under 10000
BX5740331,30000-40000
QN117445,20000-30000
QN1301444,15000-20000
BK539060,over 60000
QN177655,over 60000
QN404041,20000-30000
QN93925,40000-50000
SI5134200,10000-15000
QN44388,under 10000
QN1183939,10000-15000
QN1020232,20000-30000
SI226024,under 10000
BK403343,40000-50000
SI614136,15000-20000
SI2231135,under 10000
BK479136,over 60000
BK427120,40000-50000
BX330938,over 60000
BX439615,15000-20000
BX537343,20000-30000
MN202625,over 60000
QN1157120,20000-30000
SI7459101,under 10000
SI69016,under 10000
SI355368,10000-15000
SI63161,10000-15000
SI95060,under 10000
SI726792,10000-15000
BX262238,over 60000
BX307530,over 60000
BX541597,15000-20000
SI286013,15000-20000
BX5263349,30000-40000
QN323445,40000-50000
BK45581,15000-20000
SI6431189,under 10000
SI571712,10000-15000
BX238457,over 60000
BK198935,40000-50000
BK676527,40000-50000
QN912684,30000-40000
BK9316,40000-50000
BK651878,20000-30000
BX288157,over 60000
SI22608,under 10000
QN12068114,20000-30000
QN1155289,10000-15000
QN1216526,30000-40000
SI703568,10000-15000
SI28922,20000-30000
BX53761,20000-30000
BX5629122,under 10000
SI28573,15000-20000
BK188819,40000-50000
SI630265,10000-15000
BK113632,40000-50000
BX472526,40000-50000
BK145438,40000-50000
SI6240275,under 10000
QN381545,20000-30000
BX373228,40000-50000
SI17590,15000-20000
QN1232657,20000-30000
BX3149108,over 60000
SI327116,15000-20000
QN44533,under 10000
QN1563664,40000-50000
BX426628,40000-50000
BK14979,40000-50000
SI32083,10000-15000
SI126161,under 10000
SI64017,20000-30000
SI72375,10000-15000
SI522856,10000-15000
SI2899302,15000-20000
MN1634158,over 60000
QN101759,30000-40000
SI300352,15000-20000
QN126193,20000-30000
BK329010,over 60000
QN1657118,20000-30000
SI300614,15000-20000
SI300353,15000-20000
BK226950,over 60000
BK197223,40000-50000
BX503035,20000-30000
SI1583,15000-20000
SI21717,15000-20000
SI749532,under 10000
SI117020,15000-20000
SI746023,under 10000
QN1314948,15000-20000
SI64552,20000-30000
MN207429,over 60000
QN24788,30000-40000
SI626943,10000-15000
BK162444,over 60000
BX486728,40000-50000
SI4310,15000-20000
BX5118125,30000-40000
SI111693,10000-15000
BX244811,over 60000
BK399817,30000-40000
BX405453,40000-50000
QN265051,20000-30000
SI315236,10000-15000
QN44108,30000-40000
SI678477,under 10000
BX548310,15000-20000
SI42295,10000-15000
QN1326745,10000-15000
SI88774,under 10000
SI27716,under 10000
SI7066140,10000-15000
QN1237840,20000-30000
BK400213,30000-40000
SI563132,20000-30000
SI67871,under 10000
SI109919,15000-20000
SI28924,20000-30000
QN1267512,20000-30000
SI577126,under 10000
SI704521,15000-20000
BX4752182,30000-40000
SI82140,20000-30000
BX410417,30000-40000
BX356129,40000-50000
SI226225,under 10000
SI1183215,10000-15000
QN1315530,20000-30000
QN388070,10000-15000
BK417538,over 60000
SI226010,under 10000
SI520816,10000-15000
BK226917,over 60000
QN1243796,15000-20000
SI791616,10000-15000
QN1201313,20000-30000
SI756222,under 10000
QN125744,30000-40000
SI523242,10000-15000
SI8999,under 10000
BK146722,40000-50000
QN28949,30000-40000
BX351565,20000-30000
QN8401650,10000-15000
MN195431,over 60000
BK837430,15000-20000
BX433053,30000-40000
BK362429,40000-50000
QN116099,30000-40000
SI331965,10000-15000
BX2533120,40000-50000
SI39081,10000-15000
BX58851249,20000-30000
BK446916,30000-40000
BK157419,20000-30000
BX502724,30000-40000
BX406637,20000-30000
SI64319,under 10000
SI691432,10000-15000
QN1536215,over 60000
QN1311849,20000-30000
SI624426,10000-15000
BX54856,15000-20000
QN1309319,15000-20000
BX483621,40000-50000
BK186062,40000-50000
QN80951,20000-30000
QN164827,15000-20000
SI2100460,10000-15000
QN1141069,10000-15000
BK559151,over 60000
BK161463,over 60000
BK393450,40000-50000
SI10261,15000-20000
SI76050,15000-20000
BK670355,40000-50000
MN212336,over 60000
SI6789135,under 10000
SI30220,10000-15000
QN131121,15000-20000
BK176956,over 60000
BK175416,40000-50000
BK155141,40000-50000
QN169053,40000-50000
SI358834,15000-20000
SI404123,under 10000
BX306869,40000-50000
SI311367,15000-20000
SI528267,10000-15000
SI5439116,15000-20000
SI65408,under 10000
BK72061,15000-20000
QN12388201,20000-30000
BK226914,over 60000
SI2847100,10000-15000
SI20181,10000-15000
MN194325,over 60000
BK475854,20000-30000
SI630049,10000-15000
BX58343015,under 10000
SI83658,under 10000
QN1057714,20000-30000
BK323433,over 60000
BK7908152,15000-20000
QN330194,10000-15000
QN200512,40000-50000
SI78968,10000-15000
BX5408236,15000-20000
BK145373,40000-50000
SI440625,under 10000
BK817135,20000-30000
BX5920399,20000-30000
SI360633,10000-15000
SI4415,15000-20000
SI45813,10000-15000
QN976759,40000-50000
BX241053,over 60000
BX380029,40000-50000
BK155916,40000-50000
SI11578,15000-20000
BX2912161,40000-50000
BX5952326,10000-15000
BX25169,over 60000
SI601,15000-20000
BX501050,30000-40000
BX49601,20000-30000
BK599475,10000-15000
QN37714,20000-30000
SI226117,under 10000
QN1267467,20000-30000
BX45977,40000-50000
SI79238,under 10000
BK19846,40000-50000
BX547922,15000-20000
BX532410,10000-15000
SI689652,under 10000
BK547922,40000-50000
BK379428,40000-50000
BX402319,40000-50000
BX287690,over 60000
SI57720,15000-20000
SI55541,under 10000
SI654941,under 10000
SI611017,under 10000
QN628433,20000-30000
SI89778,under 10000
BK395432,30000-40000
BK114934,40000-50000
SI65325,under 10000
BK411172,40000-50000
SI83626,under 10000
BK359040,40000-50000
QN11217120,20000-30000
BX46319,40000-50000
SI44031,under 10000
MN188441,over 60000
SI89546,under 10000
MN220015,over 60000
BX3079117,40000-50000
QN90581,40000-50000
BX325771,40000-50000
BX35008,20000-30000
BX564577,under 10000
SI618135,10000-15000
BX5263325,30000-40000
BK123839,over 60000
MN60544,over 60000
BX314981,over 60000
QN805252,under 10000
SI527150,20000-30000
SI735550,under 10000
SI775534,under 10000
BK60717,30000-40000
SI65816,10000-15000
BK420128,40000-50000
SI1236173,10000-15000
SI36137,20000-30000
BX268240,over 60000
BX387739,over 60000
BK658023,over 60000
BK362755,30000-40000
QN7954157,15000-20000
SI746,under 10000
BK136392,40000-50000
SI80341,under 10000
BX325385,over 60000
BX489084,30000-40000
QN1004053,30000-40000
BX335733,40000-50000
SI5735163,10000-15000
BX238948,over 60000
SI16025,10000-15000
BK25147,over 60000
BX511966,30000-40000
SI618256,10000-15000
BX491644,20000-30000
BK112455,40000-50000
SI4718,15000-20000
QN1575145,30000-40000
QN896212,30000-40000
QN672116,20000-30000
QN133628,40000-50000
SI670596,under 10000
BK56791,over 60000
SI7826550,under 10000
QN177142,over 60000
QN1556110,30000-40000
BK177649,over 60000
SI227286,under 10000
SI804184,under 10000
BX265523,over 60000
BX288914,40000-50000
SI111691,10000-15000
SI686512,under 10000
SI746021,under 10000
QN1039358,20000-30000
SI228018,under 10000
BK29731,40000-50000
BX533235,15000-20000
SI1050183,10000-15000
SI60240,under 10000
SI779923,under 10000
QN663625,30000-40000
MN172665,over 60000
BX5263344,30000-40000
SI5507136,10000-15000
BX498554,30000-40000
SI104275,10000-15000
SI37150,20000-30000
SI57144,10000-15000
QN330319,15000-20000
BX498536,30000-40000
SI355371,10000-15000
BK784551,30000-40000
SI8810,10000-15000
QN1238529,20000-30000
SI469946,under 10000
SI6656,10000-15000
SI573369,10000-15000
SI546350,10000-15000
BK410450,30000-40000
BK399428,30000-40000
SI71151,10000-15000
QN1019038,20000-30000
BK512939,40000-50000
BK400419,40000-50000
BK154216,40000-50000
MN143214,over 60000
SI1172252,15000-20000
BX5652215,under 10000
BX297641,40000-50000
BX260712,40000-50000
SI10120,under 10000
BX403829,40000-50000
SI657916,under 10000
BK653580,30000-40000
QN496117,40000-50000
BK160361,40000-50000
BX40991,30000-40000
BX477942,30000-40000
BK152760,40000-50000
BK33706,over 60000
BK4449,15000-20000
QN63911,10000-15000
BK79213,over 60000
SI712114,10000-15000
BK555040,over 60000
SI12475,15000-20000
QN1309840,20000-30000
BX356258,30000-40000
QN1004033,30000-40000
BK740418,40000-50000
SI1196106,15000-20000
BX58532209,15000-20000
QN503920,40000-50000
SI209150,under 10000
SI107859,15000-20000
BX500560,40000-50000
QN635449,15000-20000
BX5879750,20000-30000
QN1551061,20000-30000
SI7045167,10000-15000
BX497738,30000-40000
SI804033,under 10000
SI7892108,10000-15000
SI778090,under 10000
QN803671,under 10000
BK148135,40000-50000
BX471740,40000-50000
QN10368235,20000-30000
SI657234,under 10000
SI311953,15000-20000
SI77977,under 10000
BX44287,40000-50000
QN1177815,20000-30000
BX4881145,20000-30000
QN1288634,10000-15000
SI4328,20000-30000
BK11183,40000-50000
QN391624,15000-20000
BX502918,20000-30000
BK81833,30000-40000
SI7826391,under 10000
BK562037,over 60000
SI777066,under 10000
BK735333,40000-50000
BX359745,40000-50000
QN1570661,30000-40000
BX267440,over 60000
QN561,15000-20000
QN12344,30000-40000
QN730942,20000-30000
BX37898,40000-50000
BX46993,40000-50000
BX5872990,15000-20000
BX412724,30000-40000
QN130211,15000-20000
BK663433,40000-50000
BK479474,over 60000
QN116279,20000-30000
BX547547,20000-30000
QN199966,over 60000
QN13351102,15000-20000
QN605867,under 10000
SI307626,10000-15000
BX422125,under 10000
MN178832,over 60000
MN171549,40000-50000
SI10075,15000-20000
QN201522,40000-50000
SI669951,under 10000
BK4328,20000-30000
SI226036,under 10000
BX305126,over 60000
BK358127,40000-50000
QN200473,40000-50000
SI777441,under 10000
SI49833,10000-15000
BK148840,40000-50000
BK435915,30000-40000
SI569231,15000-20000
QN1148325,20000-30000
SI15139,20000-30000
BX262358,40000-50000
BK89015,20000-30000
BK175537,over 60000
BK323271,over 60000
BX557654,20000-30000
BX255076,over 60000
BX476050,30000-40000
BX5263335,30000-40000
SI6943100,under 10000
QN108618,15000-20000
BX457223,40000-50000
BK412431,40000-50000
SI50824,10000-15000
BX563776,under 10000
BX260933,over 60000
BK559233,over 60000
QN503927,40000-50000
BK226945,over 60000
BK208948,40000-50000
BX321670,over 60000
QN264223,20000-30000
BK41732,40000-50000
BK198445,40000-50000
SI7054500,10000-15000
BK133213,over 60000
MN163724,over 60000
SI695146,under 10000
BX5559112,under 10000
SI776567,under 10000
SI6901250,under 10000
SI222333,under 10000
QN1232656,20000-30000
BK353841,40000-50000
QN826170,10000-15000
SI802810,10000-15000
BX405257,40000-50000
SI55333,10000-15000
SI7826324,under 10000
BX35623,30000-40000
QN1572217,15000-20000
QN40409,20000-30000
BX466748,40000-50000
QN93625,20000-30000
BX46788,40000-50000
QN501233,over 60000
BK3960145,30000-40000
BK197364,40000-50000
QN175587,over 60000
SI8526,15000-20000
BX5906335,30000-40000
QN545824,20000-30000
QN323235,20000-30000
BK175710,over 60000
BX53558,20000-30000
SI701470,under 10000
BK343537,40000-50000
SI1272202,10000-15000
SI1116144,10000-15000
MN207743,over 60000
QN154845,40000-50000
BK177278,over 60000
SI685550,under 10000
MN7338,40000-50000
BX58202306,under 10000
SI7889100,10000-15000
SI3648,10000-15000
BX260930,over 60000
BK24083,over 60000
BX299919,40000-50000
BX550251,15000-20000
QN24079,30000-40000
SI442633,under 10000
SI73751,under 10000
QN1105820,15000-20000
SI918177,under 10000
BX472911,30000-40000
SI362310,10000-15000
BX58192195,under 10000
QN1077756,15000-20000
BK454010,15000-20000
QN132547,10000-15000
SI226485,under 10000
BX5810405,15000-20000
BK659271,40000-50000
QN9302106,40000-50000
QN949868,30000-40000
BK29079,40000-50000
BX469842,40000-50000
MN175666,over 60000
BX293120,over 60000
SI713149,10000-15000
SI263863,under 10000
SI18791,10000-15000
SI148155,10000-15000
BX351023,30000-40000
SI631623,10000-15000
BK646033,20000-30000
BX427649,20000-30000
QN1057133,30000-40000
QN391635,15000-20000
QN1314224,15000-20000
QN668213,30000-40000
BX447255,20000-30000
BK387550,15000-20000
SI642213,under 10000
BX356256,30000-40000
BX306613,over 60000
QN2472175,30000-40000
BX500351,40000-50000
SI55337,10000-15000
BK369234,40000-50000
QN1174255,20000-30000
SI16026,10000-15000
BX410749,20000-30000
QN1020346,20000-30000
SI626154,under 10000
QN12535165,20000-30000
SI70354,10000-15000
QN5843200,10000-15000
BK168769,40000-50000
MN20678,over 60000
BK36755,40000-50000
QN83526,10000-15000
SI6431178,under 10000
BK506668,over 60000
BX373253,40000-50000
SI756211,under 10000
BX425769,40000-50000
BX2880150,over 60000
BK14006,over 60000
BK243825,over 60000
QN305967,20000-30000
BK65417,20000-30000
QN10163118,20000-30000
SI550771,10000-15000
BK149764,40000-50000
SI527610,10000-15000
MN2170400,over 60000
QN289212,30000-40000
SI788633,under 10000
BK678570,40000-50000
BX4559116,30000-40000
SI240245,15000-20000
SI14474,10000-15000
SI636754,under 10000
QN1309213,15000-20000
BK544825,40000-50000
BK3489105,40000-50000
MN19156,over 60000
BX510776,20000-30000
QN12582131,20000-30000
QN271614,15000-20000
QN409017,20000-30000
QN71175,20000-30000
BK773814,30000-40000
QN80356,under 10000
SI283036,10000-15000
BK198911,40000-50000
SI6030160,15000-20000
SI6442155,under 10000
SI85475,10000-15000
BK14896,40000-50000
SI10811,20000-30000
SI30929,10000-15000
BK113048,40000-50000
QN103032,15000-20000
BX5740324,30000-40000
QN918449,30000-40000
SI320510,10000-15000
BX2877278,over 60000
SI470012,under 10000
QN2730181,20000-30000
QN1000424,20000-30000
QN1121870,15000-20000
SI464532,15000-20000
QN1310717,20000-30000
BX5759614,40000-50000
SI226026,under 10000
SI337760,10000-15000
SI2370233,10000-15000
BK113629,40000-50000
BX4760151,30000-40000
SI1172244,15000-20000
BK188786,40000-50000
BX542314,20000-30000
SI697731,under 10000
SI3625,20000-30000
MN186733,over 60000
QN15563104,40000-50000
SI661661,under 10000
SI327446,15000-20000
QN1050331,10000-15000
BX466751,40000-50000
SI228425,under 10000
QN630134,20000-30000
QN1306255,15000-20000
QN118661,10000-15000
SI58131,15000-20000
SI61595,15000-20000
SI224836,under 10000
SI63987,under 10000
SI3619,20000-30000
MN200722,over 60000
QN1303427,15000-20000
BX278213,over 60000
SI323149,10000-15000
SI781219,under 10000
BK453124,20000-30000
QN7954147,15000-20000
BX427045,30000-40000
BK313724,40000-50000
BK372216,30000-40000
QN62219,40000-50000
MN1667120,over 60000
BX375969,40000-50000
BK393220,30000-40000
SI73461,10000-15000
BX280229,over 60000
QN968185,40000-50000
SI4470148,under 10000
QN110141,30000-40000
BK339736,over 60000
BK539033,over 60000
SI158200,15000-20000
BX264611,over 60000
BK387549,15000-20000
SI5520108,15000-20000
BK576936,40000-50000
SI2899306,15000-20000
BK158531,over 60000
SI572495,15000-20000
QN1212919,10000-15000
SI601148,15000-20000
BX486148,40000-50000
BK226645,over 60000
SI5372,20000-30000
BK336731,over 60000
BK113929,40000-50000
SI229230,under 10000
SI298631,15000-20000
SI788845,under 10000
QN1025318,20000-30000
BK197313,40000-50000
BX386747,40000-50000
QN1551672,30000-40000
SI45927,10000-15000
SI68867,under 10000
QN1303211,15000-20000
BK353912,40000-50000
SI3590,20000-30000
BX530618,15000-20000
BX50104,30000-40000
SI22270,15000-20000
BX35264,20000-30000
MN2179243,over 60000
QN19548,over 60000
QN26993,15000-20000
SI284753,10000-15000
QN101235,20000-30000
BX451347,40000-50000
BX402326,40000-50000
BX2523148,over 60000
SI11251,10000-15000
QN931523,40000-50000
BK120511,40000-50000
BX33023,over 60000
SI30463,10000-15000
BX405455,40000-50000
SI8521,15000-20000
QN9886146,20000-30000
BK16431,40000-50000
QN1554741,20000-30000
BX5953360,15000-20000
BK455846,15000-20000
SI1732,15000-20000
SI63723,20000-30000
SI5278,15000-20000
BX299411,40000-50000
QN9340122,20000-30000
BK225043,over 60000
BK152557,40000-50000
BX58141223,under 10000
SI574136,10000-15000
SI542521,under 10000
QN600553,10000-15000
SI77985,under 10000
SI72526,15000-20000
SI63813,20000-30000
SI302364,10000-15000
SI1272393,10000-15000
BX471443,40000-50000
BK21561,over 60000
BX280548,over 60000
SI2155331,under 10000
BX2338100,40000-50000
SI197158,under 10000
SI463160,10000-15000
BK400320,40000-50000
SI149516,15000-20000
BK82927,40000-50000
QN11562188,10000-15000
BX5920393,20000-30000
QN1029948,10000-15000
BK416433,40000-50000
SI53911,under 10000
BX5768854,40000-50000
BK347555,20000-30000
BK710442,30000-40000
BK329680,over 60000
BK138740,40000-50000
BK383347,30000-40000
BK313622,40000-50000
BX500416,30000-40000
BX3263195,30000-40000
SI114069,15000-20000
BK14461,40000-50000
QN12358,30000-40000
SI653444,under 10000
QN499621,over 60000
QN329926,15000-20000
BK204610,40000-50000
BK776775,40000-50000
BK93465,40000-50000
BX5645302,under 10000
BK430746,40000-50000
BK544050,40000-50000
QN356923,20000-30000
SI55716,20000-30000
BK423723,40000-50000
BK455722,15000-20000
BX331611,over 60000
BK567853,over 60000
BK544843,40000-50000
QN157841,40000-50000
SI461655,15000-20000
QN1261714,20000-30000
BK449648,15000-20000
QN27192,15000-20000
BK227249,over 60000
BK291636,30000-40000
BK147634,40000-50000
BX50082,30000-40000
SI64550,20000-30000
SI734937,10000-15000
QN1288639,10000-15000
SI709432,10000-15000
SI7498105,under 10000
SI289215,15000-20000
SI359511,10000-15000
SI122683,10000-15000
BX58731051,15000-20000
QN1228553,20000-30000
QN503954,40000-50000
QN923131,40000-50000
SI2400189,10000-15000
BX294036,40000-50000
SI403394,under 10000
SI630268,10000-15000
BK173940,over 60000
SI118412,15000-20000
BX5730811,30000-40000
SI61177,15000-20000
BK429865,40000-50000
QN503956,40000-50000
QN1246020,15000-20000
BX498365,30000-40000
SI283185,10000-15000
BX489337,20000-30000
SI569372,15000-20000
BK226933,over 60000
SI315237,10000-15000
BK159973,40000-50000
SI31663,10000-15000
QN19969,over 60000
BX45802,30000-40000
SI2370385,10000-15000
SI123232,15000-20000
BK38013,40000-50000
BX47911,20000-30000
QN119771,30000-40000
QN44928,under 10000
QN695545,20000-30000
SI109836,10000-15000
SI78061,under 10000
BX58222635,under 10000
BK48241,40000-50000
SI697996,under 10000
BX478848,20000-30000
QN1178454,20000-30000
BX541328,15000-20000
SI775655,under 10000
QN1069683,15000-20000
BX3497104,20000-30000
SI92097,under 10000
BK135770,40000-50000
SI426548,10000-15000
SI7534335,under 10000
QN177664,over 60000
QN910723,30000-40000
SI657451,under 10000
SI228118,under 10000
SI703482,10000-15000
SI28127,20000-30000
BX5870597,20000-30000
SI86054,under 10000
BX461617,30000-40000
QN1309966,15000-20000
SI7826313,under 10000
QN805152,under 10000
QN3253100,20000-30000
QN724519,under 10000
QN330454,15000-20000
SI12207,15000-20000
QN666029,30000-40000
BX299260,40000-50000
SI433015,under 10000
SI315238,10000-15000
SI391486,10000-15000
BX347054,20000-30000
BX5945128,under 10000
QN356922,20000-30000
QN65743,over 60000
QN1013424,30000-40000
QN274011,20000-30000
SI779833,under 10000
BX422330,under 10000
BK383344,30000-40000
BK710445,30000-40000
QN80611,under 10000
BX355935,40000-50000
QN171817,over 60000
BK63179,40000-50000
QN119763,30000-40000
QN11562153,10000-15000
BK115221,40000-50000
BX5653201,under 10000
SI626066,under 10000
SI6723120,under 10000
SI6322115,under 10000
SI148191,10000-15000
SI669918,under 10000
SI115519,15000-20000
BK566330,over 60000
BK80674,over 60000
BX271648,over 60000
QN157229,15000-20000
BX304637,40000-50000
QN1025641,20000-30000
SI622102,15000-20000
SI10746,10000-15000
